,Brand,Model Name,Type,Capacity in Tons,Star Rating,Series,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Technology Used,Condenser Coil,Indoor Unit Weight,Outdoor Unit Weight,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Evaporator Fin Type,Condenser Fin Type,Stepped Louvers,Auto Air Swing,Air Flow Direction,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Deodorizing Filter,Auto Restart,Timer,Child Lock,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Emergency Operational Button,Power Requirement,Power Consumption,Price,indoor W,indoor h,indoor d,outdoor W,outdoor h,outdoor d,low Indoor Noise Level,high Indoor Noise Level
549,TOSHIBA,RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ,0,1,3,Zunoh,No,3500,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry, Powerful, Sleep",Coanda Airflow Technology,Copper,10,22,No,No,Yes,4,,,Yes,Yes,4 Way,,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1200 W,34490,79.8,29.3,23,66,53,24, Low - 23 dB,High - 43 dB
550,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
551,TOSHIBA,RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ,0,1,3,Zunoh,No,3500,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry, Powerful, Sleep",Coanda Airflow Technology,Copper,10,22,No,No,Yes,4,,,Yes,Yes,4 Way,,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1200 W,34490,79.8,29.3,23,66,53,24, Low - 23 dB,High - 43 dB
552,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
553,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
554,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
555,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
557,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
558,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
559,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
561,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
562,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
563,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
564,TOSHIBA,RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ,0,1,3,Zunoh,No,3500,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry, Powerful, Sleep",Coanda Airflow Technology,Copper,10,22,No,No,Yes,4,,,Yes,Yes,4 Way,,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1200 W,34490,79.8,29.3,23,66,53,24, Low - 23 dB,High - 43 dB
565,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
567,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,0,1.5,3,Magicool Pro,No,5000,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,9,33,No,No,Yes,4,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,39990,79.8,29.3,23,78,55,29, Low - 25 dB,High - 48 dB
545,TOSHIBA,RAS-18TKCV5G-INZ / RAS-18TACV5G-INZ,0,1.5,5,No Series,No,5300,Rotary,Yes,Yes,R32,,Coanda Airflow Technology,Copper,14,34,No,No,Yes,5,,,Yes,Yes,,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1570 W,48490,105,32,25,78,55,29, Low - 32 dB,High - 45 dB
556,TOSHIBA,RAS-13TKCV5G-INZ / RAS-13TACV5G-INZ,0,1,5,No Series,No,3700,Rotary,Yes,Yes,R32,,Coanda Airflow Technology,Copper,10,26,No,No,Yes,5,,,Yes,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 - 240 V, 50 Hz",1050 W,38990,79.8,29.3,23,78,55,29, Low - 23 dB,High - 45 dB
560,TOSHIBA,RAS-18TKCV5G-INZ / RAS-18TACV5G-INZ,0,1.5,5,No Series,No,5300,Rotary,Yes,Yes,R32,,Coanda Airflow Technology,Copper,14,34,No,No,Yes,5,,,Yes,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 - 240 V, 50 Hz",1570 W,48490,105,32,25,78,55,29, Low - 32 dB,High - 45 dB
566,TOSHIBA,RAS-18TKCV5G-INZ / RAS-18TACV5G-INZ,0,1.5,5,No Series,No,5300,Rotary,Yes,Yes,R32,,Coanda Airflow Technology,Copper,14,34,No,No,Yes,5,,,Yes,Yes,,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1570 W,48490,105,32,25,78,55,29, Low - 32 dB,High - 45 dB
584,Voltas,242 LZH,1,2,2,No Series,No,5800,Rotary,Yes,Yes,R32,,Precision Cooling Technology,Copper,62,65.5,,No,No,3,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,AC 220 - 240 V,2000 W,32929,66,43,80.5,0,0,0,Low - 35 dB,High - 55 dB
631,Voltas,102EZQ-R410A,1,0.75,2,No Series,No,2550,High EER Rotary,No,Yes,R410A,,DC Inverter Technology,Copper,52.2,59,LED,No,Yes,2.75,,,No,Yes,,Fresh Air Ventilation,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",2000W,18990,53,45,34.6,0,0,0,Low - 35 dB,High - 55 dB
572,Voltas,123 VDZX (R-410A)/123 VDZX (R-32),0,1,3,No Series,No,3500,Rotary,Yes,Yes,"R410,R32",,Insta Kool,Copper,9.3,26.5,,No,No,3.85,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",704 W,30480,80,29.2,22.2,77.5,49,30,Low - 35 dB,High - 55 dB
576,Voltas,183VH SZS,0,1.5,3,No Series,Yes,5400,Rotary,Yes,Yes,R32,,Precision Cooling Technology,Copper,13,28.7,Room Temperature Display,No,Yes,3.75,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",1712 W,41990,99,31.5,24.2,83.5,55.5,29.5,Low - 35 dB,High - 55 dB
590,Voltas,123 VDZX (R-410A)/123 VDZX (R-32),0,1,3,No Series,No,3500,Rotary,Yes,Yes,"R410,R32",,Insta Kool,Copper,9.3,26.5,,No,No,3,,,No,Yes,,Air Flow Rate: Indoor Unit - 9.7 CMH,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",704 W,30480,80,29.2,22.2,77.5,49,30, Low - 29 dB,High - 39 dB
592,Voltas,183VH SZS,0,1.5,3,No Series,Yes,5400,Rotary,Yes,Yes,R32,,Precision Cooling Technology,Copper,13,28.7,Room Temperature Display,No,Yes,3.75,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,"AC 230 V, 50 Hz",1712 W,41990,99,31.5,24.2,83.5,55.5,29.5,Low - 35 dB,High - 55 dB
596,Voltas,183 EZA FS,0,1.5,3,No Series,No,5150,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan",Precision Cooling Technology,Copper,15,37,No,No,Yes,5,,,Yes,Yes,,,No,Yes,No,No,Yes,No,No,Yes,Yes,,Yes,"AC 220 - 240 V, 50 Hz",972 W,32728,94,30,20,83.5,55.5,29.5, Low - 35 dB,High - 45 dB
598,Voltas,183 EZA FS,0,1.5,3,No Series,No,5150,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan",Precision Cooling Technology,Copper,15,37,No,No,Yes,5,,,Yes,Yes,,,No,Yes,No,No,Yes,No,No,Yes,Yes,,Yes,"AC 220 - 240 V, 50 Hz",972 W,32728,94,30,20,83.5,55.5,29.5, Low - 35 dB,High - 45 dB
612,Voltas,183 VCZJ(R32)/183 VCZJ2(R32),0,1.5,3,No Series,No,5100,High EER Rotary,Yes,Yes,R32,,Precision Cooling Technology,Copper,15,28,,No,No,3.85,,,No,Yes,,,Yes,Yes,No,No,Yes,No,No,Yes,Yes,,Yes,AC 230 V,1590 W,33490,920,390,124,635,654,524,Low - 35 dB,High - 55 dB
624,Voltas,183 DZA (R32)/183 DZA,1,1.5,3,No Series,No,4800,High EER Rotary,No,Yes,R32,,Precision Cooling Technology,Copper,55,58,LED Display,No,Yes,2.98,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1729 W,26680,66,43,70.5,0,0,0,Low - 35 dB,High - 55 dB
632,Voltas,183 EZA FS,0,1.5,3,No Series,No,5150,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan",Precision Cooling Technology,Copper,15,37,No,No,Yes,5,,,Yes,Yes,,,No,Yes,No,No,Yes,No,No,Yes,Yes,,Yes,"AC 220 - 240 V, 50 Hz",972 W,32728,94,30,20,83.5,55.5,29.5, Low - 35 dB,High - 45 dB
637,Voltas,123 VDZX (R-410A)/123 VDZX (R-32),0,1,3,No Series,No,3500,Rotary,Yes,Yes,"R410,R32",,Insta Kool,Copper,9.3,26.5,,No,No,3,,,No,Yes,,Air Flow Rate: Indoor Unit - 9.7 CMH,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",704 W,30480,80,29.2,22.2,77.5,49,30, Low - 29 dB,High - 39 dB
638,Voltas,183 EZA FS,0,1.5,3,No Series,No,5150,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan",Precision Cooling Technology,Copper,15,37,No,No,Yes,5,,,Yes,Yes,,,No,Yes,No,No,Yes,No,No,Yes,Yes,,Yes,"AC 220 - 240 V, 50 Hz",972 W,32728,94,30,20,83.5,55.5,29.5, Low - 35 dB,High - 45 dB
641,Voltas,183 VCZJ(R32)/183 VCZJ2(R32),0,1.5,3,No Series,No,5100,High EER Rotary,Yes,Yes,R32,,Precision Cooling Technology,Copper,15,28,,No,No,3.85,,,No,Yes,,,Yes,Yes,No,No,Yes,No,No,Yes,Yes,,Yes,AC 230 V,1590 W,33490,920,390,124,635,654,524,Low - 35 dB,High - 55 dB
578,Voltas,184V CZJ/184V CZP,0,1.5,4,No Series,No,5200,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan",Precision Cooling Technology,Copper,13,33.5,,No,No,3.85,,,No,Yes,,,No,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,AC 230 V,1540 W,33990,99,31,24,83,55,29,Low - 35 dB,High - 55 dB
568,Voltas,155V DZW (R32),0,1.2,5,No Series,No,4000,High EER Rotary - BLDC,Yes,Yes,R32,,Precision Cooling Technology,Copper,9.3,28.5,LED,No,Yes,5,,,No,Yes,,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1010 W,32990,80,29.2,22.2,83.5,55.5,29.5,Low - 35 dB,High - 55 dB
569,Voltas,155V DZW (R32),0,1.2,5,No Series,No,4000,High EER Rotary - BLDC,Yes,Yes,R32,,Precision Cooling Technology,Copper,9.3,28.5,LED,No,Yes,5,,,No,Yes,,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1010 W,32990,80,29.2,22.2,83.5,55.5,29.5,Low - 35 dB,High - 55 dB
570,Voltas,155V DZW (R32),0,1.2,5,No Series,No,4000,High EER Rotary - BLDC,Yes,Yes,R32,,Dual Cool,Copper,9.3,28.5,LED,Yes,Yes,5,,Ocean Black Fin,No,Yes,,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1010 W,32990,80,29.2,22.2,83.5,55.5,29.5,Low - 35 dB,High - 21 dB
571,Voltas,155V DZW (R32),0,1.2,5,No Series,No,4000,High EER Rotary - BLDC,Yes,Yes,R32,"Cool, Dry, Fan",Precision Cooling Technology,Copper,9.3,28.5,LED,No,Yes,5,,,No,Yes,2 Way,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1010 W,32990,80,29.2,22.2,83.5,55.5,29.5,Low - 35 dB,High - 55 dB
573,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
574,Voltas,155V DZW (R32),0,1.2,5,No Series,No,4000,High EER Rotary - BLDC,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Precision Cooling Technology,Copper,9.3,28.5,LED,No,Yes,5,Anti-corrosive Blue Fins,Anti-corrosive Blue Fins,No,Yes,,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1010 W,32990,80,29.2,22.2,83.5,55.5,29.5, Low - 43 dB,High - 58 dB
575,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
577,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
579,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
580,Voltas,155V DZW (R32),0,1.2,5,No Series,No,4000,High EER Rotary - BLDC,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",Precision Cooling Technology,Copper,9.3,28.5,LED,No,Yes,5,,,No,Yes,,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1010 W,32990,80,29.2,22.2,83.5,55.5,29.5,Low - 35 dB,High - 55 dB
581,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
582,Voltas,245V ZZV,0,2,5,No Series,No,5200,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan",Precision Cooling Technology,Copper,11.4,35,LED Magic Display,Yes,Yes,3.67,,Ocean Black Fin,No,Yes,2 Way Air Direction,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",2000 W,50990,99,31.5,22.5,87,54,35.5,Low - 50 dB,High - 55 dB
583,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
585,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
586,Voltas,185 V ADQ (R-32),0,1.5,5,No Series,No,5200,High EER Twin Rotary - BLDC,No,Yes,R32,"Auto, Cool, Dry, Fan",Precision Cooling Technology,Copper,13,28,LED,No,Yes,5,Blue,,No,Yes,,,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz, 1 Phase",1430 W,38200,960,317,235,835,555,295,Low - 35 dB,High - 55 dB
587,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
588,Voltas,CU 195V ADJ/EU 195V ADJ,0,1.6,5,No Series,No,5450,Rotary,Yes,Yes,R32,"Auto, Cool, Dry, Fan",Dual Cool,Copper,9.4,24,,No,No,4.51,,,No,Yes,,,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,AC 230 V,1526 W,39990,99,31.5,24.2,55.5,60,35.5,Low - 35 dB,High - 55 dB
589,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
591,Voltas,155V DZW (R32),0,1.2,5,No Series,No,4000,High EER Rotary - BLDC,Yes,Yes,R32,,Precision Cooling Technology,Copper,9.3,28.5,LED,No,Yes,5,,,No,Yes,,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1010 W,32990,80,29.2,22.2,83.5,55.5,29.5,Low - 35 dB,High - 55 dB
593,Voltas,185V DZA,1,1.5,5,No Series,No,5100,High EER Rotary,Yes,Yes,R32,,Precision Cooling Technology,Copper,60,0,,No,No,3.55,,,No,Yes,,,No,No,No,Yes,Yes,No,No,Yes,Yes,,Yes,AC 230 V,1350 W,35800,660,430,750,0,0,0,Low - 35 dB,High - 55 dB
594,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
595,Voltas,125V DZX,0,1,5,Shizuka,No,3600,Rotary,Yes,Yes,R32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,9.3,28,LED,Yes,No,2.91,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,35590,80,29.2,22.2,83.5,55.5,29.5, Low - 26 dB,High - 31 dB
597,Voltas,155V DZW (R32),0,1.2,5,No Series,No,4000,High EER Rotary - BLDC,Yes,Yes,R32,,Precision Cooling Technology,Copper,9.3,28.5,LED,No,Yes,5,,,No,Yes,,Air Vent: Cross Flow,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1010 W,32990,80,29.2,22.2,83.5,55.5,29.5,Low - 35 dB,High - 55 dB
