,Brand,Model Name,Type,Capacity in Tons,Star Rating,Color,Series,Cooling and Heating,Cooling Capacity,Compressor,Dehumidification,Remote Control,Refrigerant,Operating Modes,Technology Used,Condenser Coil,Indoor W x H x D,Indoor Unit Weight,Outdoor W x H x D,Outdoor Unit Weight,Indoor Noise Level,Panel Display,Indoor Temperature Indicator,Turbo Mode,ISEER,Evaporator Fin Type,Condenser Fin Type,Stepped Louvers,Auto Air Swing,Air Flow Direction,Other Air Flow Features,Anti-bacteria Filter,Dust Filter,Deodorizing Filter,Auto Restart,Timer,Child Lock,Quiet Mode,Sleep Mode,Memory Feature,Self Diagnosis,Emergency Operational Button,Power Requirement,Power Consumption,LED Backlit Buttons,Night Glow Buttons on Remote,Battery Type,Price
386,SAMSUNG,AR18NV3XEWKNNA/AR18NV3XEWKXNA,Split,1.5 Ton,3 Star BEE Rating,White,,No,5350 W,BLDC,Yes,Yes,R410A,"2 Step Cooling, Fast Cool, Comfort Cool, Good Sleep, Auto Mode, Fan Mode",Rotary Compressor,Alloy,1065 mm x 301 mm x 311 mm,13.4 kg,790 mm x 548 mm x 285 mm,29.7 kg,"High - 45 dB, Low - 26 dB",Yes,Yes,Yes,3 W/W,Hydrophilic Blue Fins,Anti-Corrosive Blue Fins,Yes,Yes,4 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"AC 220 - 240 V, 50 Hz",1860 W,Yes,Yes,2 AAA Batteries,"56,500"
387,LG,LS-Q12JNXA,Split,1 Ton,3 Star BEE Rating,White,Estra N,No,3283 W,Dual Rotary,Yes,Yes,R32,NA,Dual Cool,Copper,83.7 cm x 30.8 cm x 18.9 cm,9 kg,71.7 cm x 49.5 cm x 23 cm,23.3 kg,High - 21 dB,Yes,Yes,Yes,3.73 W/W,Hydrophilic Aluminium Fin,Ocean Black Fin,Yes,Yes,2 Way Air Direction,"Air Direction Control (Left/Right): Manual, Air Direction Control (Up/Down): Auto",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",680.58 W,Yes,Yes,2 AAA Batteries,"31,990"
388,SAMSUNG,AR12AYMZABENNA/XNA,Split,1 Ton,4 Star BEE Rating,White,,,3300 W,Inverter Compressor,Yes,Yes,,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,82 cm x 29.9 cm x 21.5 cm,9 kg,72 cm x 54.8 cm x 26.5 cm,24.3 kg,,Yes,,,,,,,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,AC 230 V,634.66 W,,,2 AAA Batteries,"29,490"
389,Hitachi,RAW511KUD,Window,1 Ton,5 Star BEE Rating,White,Kaze Plus,No,3500 W,Rotary,Yes,Yes,,"Auto, Cool, Fan, Dry, Powerful, Sleep",Auto Climate Technology,Copper,,58 Kg,,,,,,,3.39 W/W,,,,,,Auto Fan Speed,Yes,Yes,,Yes,Yes,,,No,,,,"AC 230 V, 50 Hz",1030 W,,,,"28,999"
390,Hitachi,RAW511HEDO,Window,1 Ton,5 Star BEE Rating,White,Kaze Plus,No,3517 W,Rotary,Yes,Yes,R32,Auto Power Save Mode,,Copper,66 cm x 43 cm x 75.5 cm,52 kg,80 cm x 55 cm x 27.5 cm,30 kg,,No,,,3.45 W/W,,,,Yes,4 Way,,No,Yes,,Yes,Yes,,,Yes,,Yes,,"AC 230 V, 50 Hz",789.14 W,,,2,"27,490"
391,Lloyd,LS12I56HAWA,Split,1 Ton,5 Star BEE Rating,Print White,Turbocool,No,3520 W,Inverter Compressor,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary Compressor,Copper,87 cm x 20 cm x 29.8 cm,10 kg,56 cm x 56 cm x 36.5 cm,26.7 kg,"High - 45 dB, Low - 28 dB",LED Digital Display,Yes,Yes,3.4 W/W,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,No,Yes,2 AAA Batteries,"35,489"
392,Voltas,155V DZW (R32),Split,1.2 Ton,5 Star BEE Rating,White,,,4000 W,High EER Rotary - BLDC,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28.5 kg,,LED,,Yes,5 W/W,,,,Yes,,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,"AC 230 V, 50 Hz",1010 W,,Yes,2 AAA Batteries,"32,990"
393,ONIDA,IR123RHO,Split,1 Ton,3 Star BEE Rating,White,,,3600 W,Rotary,Yes,Yes,R32,,,Copper,77.7 cm x 25 cm x 20.5 cm,8 kg,75.4 cm x 52.2 cm x 30 cm,25 kg,,LED,,Yes,,,,,Yes,,,No,Yes,No,Yes,,Yes,,Yes,,,,"AC 220 - 240 V, 50 Hz",1280 W,,,,"25,490"
394,Blue Star,IC518EBTU,Split,1.5 Ton,5 Star BEE Rating,White,,No,5030 W,Inverter Compressor,Yes,Yes,R32,"Auto, Cool, Fan, Dry",,Copper,94 cm x 31.5 cm x 23.5 cm,11.8 kg,84 cm x 54 cm x 30 cm,27.7 kg,Low - 40 dB,LED,No,Yes,4.66 W/W,,Anti-corrosive Blue Fins,,Yes,,4 Way Air Swing,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"AC 230 V, 50 Hz",836.04 W,No,Yes,2 AAA Batteries,"42,990"
395,Hitachi,RAW318HDEA,Window,1.5 Ton,3 Star BEE Rating,White,Shizuka,No,5100 W,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,66 cm x 43 cm x 75.5 cm,50.5 kg,900 mm x 650 mm x 365 mm,44 kg,Low - 40 dB,No,Yes,Yes,3.09 W/W,Blue,Anti-corrosive Blue Fins,,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,No,No,2,"33,490"
396,LumX,LX184INHDM,Split,1.5 Ton,4 Star BEE Rating,White,,No,5000 W,Inverter Compressor,No,Yes,R32,"Cool, Dry, Fan",,Copper,30 cm x 22.5 cm x 30 cm,13.3 kg,83.5 cm x 55.5 cm x 29.5 cm,29.5 kg,,No,,Yes,4.1 W/W,,,,Yes,2 Way,,Yes,Yes,,Yes,,No,,Yes,,Yes,,"AC 230 V, 50 Hz",1470 W,Yes,Yes,AAA Batteries,"29,990"
397,Lloyd,LW19I52MZ,Window,1.5 Ton,5 Star BEE Rating,White,,No,5050 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",,Copper,77 cm x 66 cm x 43 cm,55 kg,73 cm x 52.5 cm x 29.2 cm,26 kg,Low - 45 dB,LED,Yes,Yes,3.4 W/W,Hydrophilic aluminum,Anti Corrosive Blue Fins,Yes,Yes,2 Way Air Direction,4 Way Air Swing,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",1149.83 kWh,Yes,,2,"34,855"
398,Blue Star,IC518EBTU,Split,1.5 Ton,5 Star BEE Rating,White,,No,5030 W,Inverter Compressor,Yes,Yes,R32,"Auto, Cool, Fan, Dry",,Copper,94 cm x 31.5 cm x 23.5 cm,11.8 kg,84 cm x 54 cm x 30 cm,27.7 kg,Low - 40 dB,,,Yes,4.66 W/W,,Anti-corrosive Blue Fins,,Yes,,4 Way Air Swing,No,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,"AC 230 V, 50 Hz",836.04 W,No,,2 AAA Batteries,"42,990"
399,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,Split,1.5 Ton,3 Star BEE Rating,White,Magicool Pro,No,5000 W,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,79.8 cm x 29.3 cm x 23 cm,9 kg,78 cm x 55 cm x 29 cm,33 kg,"High - 48 dB, Low - 25 dB",No,No,Yes,4 W/W,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,Yes,Yes,2 AAA Batteries,"39,990"
400,Voltas,155V DZW (R32),Split,1.2 Ton,5 Star BEE Rating,White,,No,4000 W,High EER Rotary - BLDC,Yes,Yes,R32,"Auto, Cool, Fan, Dry",Precision Cooling Technology,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28.5 kg,"High - 58 dB, Low - 43 dB",LED,,Yes,5 W/W,Anti-corrosive Blue Fins,Anti-corrosive Blue Fins,No,Yes,,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,"AC 230 V, 50 Hz",1010 W,No,Yes,2 AAA Batteries,"32,990"
401,TOSHIBA,RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ,Split,1 Ton,3 Star BEE Rating,White,Zunoh,No,3500 W,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry, Powerful, Sleep",,Copper,79.8 cm x 29.3 cm x 23 cm,10 kg,66 cm x 53 cm x 24 cm,22 kg,"High - 43 dB, Low - 23 dB",No,No,Yes,4 W/W,,,Yes,Yes,4 Way,,No,Yes,,Yes,Yes,No,No,Yes,,Yes,,"AC 230 - 240 V, 50 Hz",1200 W,,,2 AAA Batteries,"34,490"
402,Daikin,FTKM50TV16VC,Split,1.5 Ton,5 Star BEE Rating,White,,,5000 W,Rotary,Yes,Yes,,,,Copper,86.5 cm x 29 cm x 22 cm,11 kg,84 cm x 59.5 cm x 30 cm,31 kg,,,,,4.7 W/W,,,,,,,Yes,Yes,,Yes,,,,,,,,"AC 230 V, 50 Hz",1650 W,,,,"40,050"
403,Voltas,125V DZX,Split,1 Ton,5 Star BEE Rating,White,Shizuka,No,3600 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28 kg,"High - 31 dB, Low - 26 dB",LED,Yes,No,2.91 W/W,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,Yes,Yes,2,"35,590"
404,LIVPURE,HKS-IN12K3S19A,Split,1 Ton,3 Star BEE Rating,White,,No,3550 W,Inverter,Yes,Yes,R32,"ECO, Turbo",,Copper,80 cm x 29.5 cm x 23 cm,9.3 kg,78 cm x 55.7 cm x 24.1 cm,28 kg,Low - 37 dB,Hidden,,Yes,4 W/W,,,,Yes,Two Way,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,AC 230 V,1080 W,Yes,Yes,AAA Batteries,"38,990"
405,Lloyd,LS18I35WSHD,Split,1.5 Ton,3 Star BEE Rating,White,Magicool Pro,No,5550 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",,Copper,97 cm x 32 cm x 22 cm,12.3 kg,46.5 cm x 65 cm x 97 cm,33 kg,"High - 52 dB, Low - 48 dB",LED,,Yes,3.99 W/W,,,Yes,Yes,4 Way Air Direction,,Yes,Yes,,Yes,Yes,,,Yes,,No,Yes,"AC 230 V, 50 Hz",1077.45 kWh,Yes,Yes,,"39,900"
406,Daikin,ATKL60TV16U/RKL60TV16U/C,Split,1.8 Ton,3 Star BEE Rating,White,,,6000 W,Neo Swing Compressor,No,Yes,R32,,Inverter,Copper,88.5 cm x 29.8 cm x 22.9 cm,16 kg,84.5 cm x 59.5 cm x 30 cm,43 kg,High - 38 dB,,No,Yes,4 W/W,,,,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,,Yes,,"AC 230 V, 50 Hz",1970 W,,,,"49,990"
407,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",Kaze Plus,No,4982 W,Rotary,Yes,Yes,R-32,"Auto, Cool, Fan, Dry",Inverter,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,Low - 48 dB,No,No,Yes,3.67 W/W,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,No,No,AAA Batteries,"31,990"
408,Voltas,125V DZX,Split,1 Ton,5 Star BEE Rating,White,Shizuka,No,3600 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28 kg,"High - 31 dB, Low - 26 dB",LED,Yes,No,2.91 W/W,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,Yes,Yes,2,"35,590"
409,LIVPURE,HKS-IN12K3S19A,Split,1 Ton,3 Star BEE Rating,White,,No,3550 W,Inverter,Yes,Yes,R32,"ECO, Turbo",,Copper,80 cm x 29.5 cm x 23 cm,9.3 kg,78 cm x 55.7 cm x 24.1 cm,28 kg,Low - 37 dB,Hidden,,Yes,4 W/W,,,,Yes,Two Way,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,AC 230 V,1080 W,Yes,Yes,AAA Batteries,"38,990"
410,Whirlpool,1.0T MAGICOOL PRO 3S COPR INV / 1.0T MAGICOOL 3S COPR INV/1.0T MAGICOOL 3S COPR INV (Z)-I/O,Split,1 Ton,3 Star BEE Rating,White,Magicool Pro,No,3580 W,Rotary,Yes,Yes,R32,"Cool Mode, Dry Mode, Fan Mode",,Copper,80 cm x 29.5 cm x 23 cm,9.3 kg,78 cm x 55.7 cm x 24.1 cm,26 kg,,Hidden,,Yes,4.65 W/W,,,,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,Yes,,"AC 230 V, 50 Hz",1075 W,,Yes,AAA Batteries,"26,990"
411,LG,LS-Q12JNXA,Split,1 Ton,3 Star BEE Rating,White,Estra N,No,3283 W,Dual Rotary,Yes,Yes,R32,NA,Dual Cool,Copper,83.7 cm x 30.8 cm x 18.9 cm,9 kg,71.7 cm x 49.5 cm x 23 cm,23.3 kg,High - 21 dB,Yes,Yes,Yes,3.73 W/W,Hydrophilic Aluminium Fin,Ocean Black Fin,Yes,Yes,2 Way Air Direction,"Air Direction Control (Left/Right): Manual, Air Direction Control (Up/Down): Auto",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",680.58 W,Yes,Yes,2 AAA Batteries,"31,990"
412,SAMSUNG,AR12AYMZABENNA/XNA,Split,1 Ton,4 Star BEE Rating,White,,,3300 W,Inverter Compressor,Yes,Yes,,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,82 cm x 29.9 cm x 21.5 cm,9 kg,72 cm x 54.8 cm x 26.5 cm,24.3 kg,,Yes,,,,,,,Yes,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,,,,AC 230 V,634.66 W,,,2 AAA Batteries,"29,490"
413,IFB,IACI12SA3G3C,Split,1 Ton,3 Star BEE Rating,White,,No,3500 W,Rotary,Yes,Yes,R32,,Dual Cool,Copper,777 mm x 250 mm x 205 mm,8 kg,520 mm x 728 mm x 256 mm,23 kg,High - 21 dB,,Yes,,3.7 W/W,,Ocean Black Fin,,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,,AC 230 V,732.29 kWh,,,2 AAA Batteries,"32,490"
414,LG,LS-Q12HNYA,Split,1 Ton,4 Star BEE Rating,White,,No,3520 W,Dual Rotary,Yes,Yes,R32,"4 Modes (100%, 80%, 60% & 40%), Himalaya Cooling",,Copper,83.7 cm x 30.8 cm x 18.9 cm,9 kg,71.5 cm x 49.5 cm x 23 cm,24.5 kg,,,Yes,Yes,,Copper,Ocean Black Fin,,Yes,4 Way,,Yes,Yes,No,Yes,Yes,,,Yes,Yes,Yes,,"AC 220 - 240 V, 50 Hz",649.33 W,,Yes,2 AAA Batteries,"41,990"
415,Lloyd,LS12I56HAWA,Split,1 Ton,5 Star BEE Rating,Print White,Turbocool,No,3520 W,Inverter Compressor,Yes,Yes,R32,"Cool Mode, Dry Mode, Auto Mode, Fan Mode",Dual Rotary Compressor,Copper,87 cm x 20 cm x 29.8 cm,10 kg,56 cm x 56 cm x 36.5 cm,26.7 kg,"High - 45 dB, Low - 28 dB",LED Digital Display,Yes,Yes,3.4 W/W,Blue Coating,Blue Fin,Yes,No,2 Way Air Direction,4 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,"AC 230 V, 50 Hz",577.43 W,No,Yes,2 AAA Batteries,"35,489"
416,Voltas,155V DZW (R32),Split,1.2 Ton,5 Star BEE Rating,White,,,4000 W,High EER Rotary - BLDC,Yes,Yes,R32,,,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28.5 kg,,LED,,Yes,5 W/W,,,,Yes,,Air Vent: Cross Flow,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,"AC 230 V, 50 Hz",1010 W,,Yes,,"32,990"
417,Voltas,125V DZX,Split,1 Ton,5 Star BEE Rating,White,Shizuka,No,3600 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28 kg,"High - 31 dB, Low - 26 dB",LED,Yes,No,2.91 W/W,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,Yes,Yes,2,"35,590"
418,SAMSUNG,AR18AY4ZAPG,Split,1.5 Ton,4 Star BEE Rating,White,,No,5000 W,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,88.9 cm x 29.9 cm x 21.5 cm,10.1 kg,72 cm x 54.8 cm x 26.5 cm,27.8 kg,Low - 37 dB,Yes,,Yes,4.7 W/W,Blue,Blue,Yes,Yes,Horizontal,,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,,AC 230 V,940.09 W,No,No,2 AAA Batteries,"33,750"
419,Hitachi,RAW318HDEA,Window,1.5 Ton,3 Star BEE Rating,White,Shizuka,No,5100 W,DC Inverter Compressor,Yes,Yes,R410A,Auto Power Save Mode,Inverter,Copper,66 cm x 43 cm x 75.5 cm,50.5 kg,900 mm x 650 mm x 365 mm,44 kg,Low - 40 dB,No,Yes,Yes,3.09 W/W,Blue,Anti-corrosive Blue Fins,,Yes,2 Way Air Direction,4 Way Air Swing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"AC 230 V, 50 Hz",1279.02 W,No,No,2,"33,490"
420,LumX,LX184INHDM,Split,1.5 Ton,4 Star BEE Rating,White,,No,5000 W,Inverter Compressor,No,Yes,R32,"Cool, Dry, Fan",,Copper,30 cm x 22.5 cm x 30 cm,13.3 kg,83.5 cm x 55.5 cm x 29.5 cm,29.5 kg,,No,,Yes,4.1 W/W,,,,Yes,2 Way,,Yes,Yes,,Yes,,No,,Yes,,Yes,,"AC 230 V, 50 Hz",1470 W,Yes,Yes,AAA Batteries,"29,990"
421,Hitachi,RMOG524HEEA/EMOG524HEEA/CMOG524HEEA,Split,2 Ton,5 Star BEE Rating,Gold,Yugen,No,7034 W,Twin Rotary,Yes,Yes,R410A,"Fan Mode, Auto Mode, Cool Mode, Dry Mode",,Copper,997 mm x 294 mm x 253 mm,13 kg,792 mm x 600 mm x 299 mm,47.6 kg,,No,,,4.7 W/W,,,,,,,Yes,Yes,,Yes,,,,,,,,"AC 230, 50 Hz",2070 W,,,2,"57,490"
422,SAMSUNG,AR18AY4ZAPG,Split,1.5 Ton,4 Star BEE Rating,White,,No,5000 W,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,88.9 cm x 29.9 cm x 21.5 cm,10.1 kg,72 cm x 54.8 cm x 26.5 cm,27.8 kg,Low - 43 dB,Yes,,Yes,4.1 W/W,Golden,Blue,Yes,Yes,Two Way,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,AC 230 V,940.09 W,Yes,Yes,2 AAA Batteries,"33,750"
423,TOSHIBA,RAS-18QKCV3G-INZ / RAS-18QACV3G-INZ,Split,1.5 Ton,3 Star BEE Rating,White,Magicool Pro,No,5000 W,Rotary,Yes,Yes,R32,Powerful Mode,Coanda Airflow Technology,Copper,79.8 cm x 29.3 cm x 23 cm,9 kg,78 cm x 55 cm x 29 cm,33 kg,"High - 48 dB, Low - 25 dB",No,No,Yes,4 W/W,Hydrophilic aluminum,Blue Fin Condenser,Yes,Yes,Up/Down Swing Flaps,Air Flow High: 985 CMH/580 CFM,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"AC 230 - 240 V, 50 Hz",1660 W,Yes,Yes,2 AAA Batteries,"39,990"
424,SAMSUNG,AR12TY3QBBUNNA/AR12TY3QBBUXNA,Split,1 Ton,3 Star BEE Rating,"White, Blue1",,No,3517 W,Rotary,Yes,Yes,,,,Copper,80.5 cm x 28.5 cm x 19.4 cm,11 kg,72 cm x 49.5 cm x 27 cm,21 kg,,,,Yes,3.8 W/W,,,No,,,,Yes,Yes,,Yes,Yes,No,No,Yes,,No,,"AC 220 - 240 V, 50 Hz",1150 W,,,,"28,990"
425,Hitachi,RSB/ESB/CSB-314MBD,Split,1.2 Ton,3 Star BEE Rating,White,I-Connect,,4050 W,Rotary,Yes,Yes,R-22,"Auto, Cool, Fan, Dry, Powerful, Sleep",,Copper,997 mm x 294 mm x 253 mm,15.6 kg,750 mm x 548 mm x 288 mm,40.5 kg,,,,,4 W/W,,,,,,,,Yes,,,,,,,,,,"AC 230 V, 50 Hz",1065 W,,,,"31,500"
426,LIVPURE,HKS-IN12K3S19A,Split,1 Ton,3 Star BEE Rating,White,,No,3550 W,Inverter,Yes,Yes,R32,"ECO, Turbo",,Copper,80 cm x 29.5 cm x 23 cm,9.3 kg,78 cm x 55.7 cm x 24.1 cm,28 kg,Low - 37 dB,Hidden,,Yes,4 W/W,,,,Yes,Two Way,Air Vent: Cross Flow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,AC 230 V,1080 W,Yes,Yes,AAA Batteries,"38,990"
427,Voltas,125V DZX,Split,1 Ton,5 Star BEE Rating,White,Shizuka,No,3600 W,Rotary,Yes,Yes,R-32,"Fan Mode, Cool Mode, Turbo Mode",Insta Kool,Copper,80 cm x 29.2 cm x 22.2 cm,9.3 kg,83.5 cm x 55.5 cm x 29.5 cm,28 kg,"High - 31 dB, Low - 26 dB",LED,Yes,No,2.91 W/W,Gold Fin,Gold Fin,Yes,Yes,2 Way Air Direction,3 Step Fan Speed,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"AC 230 V, 50 Hz",925 W,Yes,Yes,2,"35,590"
428,SAMSUNG,AR18AY4ZAPG,Split,1.5 Ton,4 Star BEE Rating,White,,,5000 W,Digital Inverter Compressor,Yes,Yes,R32,"Auto Mode, Fast Cool, Good Sleep, Fan Mode",,Copper,88.9 cm x 29.9 cm x 21.5 cm,10.1 kg,72 cm x 54.8 cm x 26.5 cm,27.8 kg,,Yes,,Yes,5 W/W,,,,Yes,,Air Vent: Cross Flow,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,AC 230 V,940.09 W,,Yes,2 AAA Batteries,"33,750"
429,TOSHIBA,RAS-13QKCV3G-INZ / RAS-13QACV3G-INZ,Split,1 Ton,3 Star BEE Rating,White,Zunoh,No,3500 W,Rotary,Yes,Yes,R32,"Auto, Cool, Fan, Dry, Powerful, Sleep",,Copper,79.8 cm x 29.3 cm x 23 cm,10 kg,66 cm x 53 cm x 24 cm,22 kg,"High - 43 dB, Low - 23 dB",No,No,Yes,4 W/W,,,Yes,Yes,4 Way,,No,Yes,,Yes,Yes,No,No,Yes,,Yes,,"AC 230 - 240 V, 50 Hz",1200 W,,,2 AAA Batteries,"34,490"
430,Daikin,FTKM50TV16VC,Split,1.5 Ton,5 Star BEE Rating,White,,,5000 W,Rotary,Yes,Yes,,,,Copper,86.5 cm x 29 cm x 22 cm,11 kg,84 cm x 59.5 cm x 30 cm,31 kg,,,,,4.7 W/W,,,,,,,Yes,Yes,,Yes,,,,,,,,"AC 230 V, 50 Hz",1650 W,,,,"40,050"
431,SAMSUNG,AR18TY3QBPUNNA/AR18TY3QBPUXNA,Split,1.5 Ton,3 Star BEE Rating,"White, Pastel Blue",Kaze Plus,No,4982 W,Rotary,Yes,Yes,R-32,"Auto, Cool, Fan, Dry",Inverter,Copper,95.7 cm x 55.4 cm x 21.3 cm,14.9 kg,80 cm x 55.4 cm x 33.3 cm,28.3 Kg,Low - 48 dB,No,No,Yes,3.67 W/W,Golden,Golden,No,Yes,Horizontal,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,"AC 220 - 240 V, 50 Hz",1748 W,No,No,AAA Batteries,"31,990"
432,Hitachi,RAFG512HEEA/EAFG512HEEA/CAFG512HEEA,Split,1 Ton,5 Star BEE Rating,Gold,Yugen,No,3516 W,Rotary,Yes,Yes,R410A,"Fan Mode, Auto Mode, Cool Mode, Dry Mode",Insta Kool,Copper,798 mm x 295 mm x 239 mm,9.5 kg,658 mm x 530 mm x 274 mm,38 kg,"High - 45 dB, Low - 26 dB",No,Yes,Yes,4.65 W/W,Blue Coating,Bare,No,Yes,2 Way,"Air Circulation (Maximum): 17 Metre Square / Minute, Wind Free, Air Direction Control (Up / Down): Auto, Air Direction Control (Left / Right): Manual, Air Flow Control Step (Cool / Fan): 5 / 4, Auto Fan Speed",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,"AC 230, 50 Hz",965 W,Yes,Yes,2,"34,490"
